member_id,tier,segment,churn_probability,annual_value_thb,recency_days,frequency,monetary,tenure_days,distinct_branches,home_branch_share,redemption_count,points_balance,morning_visit_ratio,weekend_visit_ratio,avg_days_between_visits,gap_trend,visits_last_30d_vs_prev_30d
M000075,Bronze,At-risk regulars,0.34185112,798.0799999999999,16,6,798.0799999999999,173,1,1.0,0,77,0.5,0.5,31.302777777777784,1.0877070076089284,2.0
M000076,Silver,Champions,0.99262977,6016.74,25,28,6016.74,359,6,0.8214285714285714,0,588,0.4642857142857143,0.35714285714285715,12.38423353909465,4.980027833658509,2.0
M000077,Gold,Loyal,0.07788686,1799.42,1,8,1799.42,124,3,0.75,1,110,0.5,0.5,17.60545634920635,0.9661101501104611,1.0
M000078,Bronze,One-and-done,0.0024411192,175.79,11,1,175.79,11,1,1.0,0,17,0.0,1.0,,,2.0
M000079,Bronze,Hibernating,0.4252509,771.47,51,7,771.47,224,1,1.0,0,73,0.2857142857142857,0.0,28.868981481481484,1.1413069606126165,0.5
M000080,Bronze,Hibernating,0.9188208,1546.6,38,11,1546.6,185,3,0.8181818181818182,0,148,0.5454545454545454,0.18181818181818182,14.712222222222223,1.1093444948197055,0.3333333333333333
M000083,Bronze,One-and-done,0.1175864,329.32,9,2,329.32,25,2,0.5,0,32,0.5,0.5,15.613888888888889,,3.0
M000084,Gold,At-risk regulars,0.08580513,795.9,3,5,795.9,64,2,0.8,0,76,0.4,0.2,15.177256944444444,0.854613398559587,1.0
M000085,Gold,One-and-done,0.00042941186,241.56,1,1,241.56,1,1,0.0,0,24,0.0,0.0,,,2.0
M000087,Bronze,At-risk regulars,0.23537841,523.81,4,5,523.81,74,1,1.0,0,50,0.8,0.4,17.555208333333333,4.414659341691318,1.5
M000088,Bronze,At-risk regulars,0.27371657,768.6800000000001,12,6,768.6800000000001,113,2,0.8333333333333334,0,73,0.3333333333333333,0.3333333333333333,20.17638888888889,1.5701835427445185,1.0
M000089,Bronze,At-risk regulars,0.13261428,967.38,12,7,967.38,126,2,0.8571428571428571,0,92,0.42857142857142855,0.42857142857142855,19.034259259259255,0.9310053307657988,0.6666666666666666
M000090,Silver,Loyal,0.094134,1848.24,0,7,1848.24,158,3,0.7142857142857143,0,182,0.8571428571428571,0.14285714285714285,26.339351851851855,1.590696933129938,3.0
M000093,Bronze,Hibernating,0.9422732,2156.08,64,10,2156.08,259,2,0.8,0,210,0.5,0.2,21.6579475308642,1.813630249589,1.0
M000094,Silver,At-risk regulars,0.052966483,1884.37,25,5,1884.37,129,1,1.0,0,186,0.6,0.2,26.066319444444446,2.097683003837373,1.0
M000096,Silver,Hibernating,0.49377272,1781.34,52,11,1781.34,284,4,0.6363636363636364,0,174,0.7272727272727273,0.36363636363636365,23.147847222222218,1.0511788409152227,0.5
M000097,Bronze,One-and-done,0.0012557004,376.78,0,1,376.78,0,1,1.0,0,37,1.0,0.0,,,2.0
M000100,Bronze,At-risk regulars,0.27341536,1415.33,32,7,1415.33,305,3,0.7142857142857143,0,138,0.14285714285714285,0.7142857142857143,45.450578703703705,0.7833955511957638,0.5
M000101,Gold,At-risk regulars,0.42927426,1341.08,11,7,1341.08,161,1,1.0,0,129,0.42857142857142855,0.42857142857142855,25.052430555555556,1.9354733715773635,1.0
M000102,Bronze,Loyal,0.5663627,1289.31,8,11,1289.31,292,1,1.0,0,123,0.45454545454545453,0.18181818181818182,28.403611111111115,1.1236709096134019,1.0
M000103,Bronze,One-and-done,0.10306607,384.51,2,3,384.51,25,2,0.6666666666666666,0,38,0.3333333333333333,0.3333333333333333,11.56284722222222,,4.0
M000104,Silver,At-risk regulars,0.015231733,907.61,3,5,907.61,46,2,0.8,0,88,0.8,0.2,10.69392361111111,0.24491194472607106,2.5
M000106,Bronze,At-risk regulars,0.047047134,1388.22,20,5,1388.22,107,3,0.6,0,137,0.6,0.2,21.74357638888889,2.5410584779216014,1.0
M000108,Bronze,Loyal,0.38834387,2944.83,4,7,2944.83,176,1,1.0,0,290,0.42857142857142855,0.42857142857142855,28.678356481481483,1.0857162097324053,1.0
M000109,Silver,Loyal,0.90316886,1795.55,4,7,1795.55,306,1,1.0,0,176,0.42857142857142855,0.42857142857142855,50.29861111111111,2.189788683289172,1.0
M000110,Silver,One-and-done,0.2722883,312.36,14,2,312.36,28,1,1.0,0,30,0.5,0.0,13.500694444444445,,3.0
M000111,Bronze,At-risk regulars,0.14090942,696.48,4,6,696.48,104,2,0.8333333333333334,0,68,0.6666666666666666,0.16666666666666666,20.016666666666666,1.038391008577344,1.5
M000112,Silver,Loyal,0.10192517,3983.63,13,15,3983.63,355,4,0.8,1,284,0.3333333333333333,0.2,24.44360119047619,0.8469338049595697,0.6666666666666666
M000113,Bronze,Loyal,0.29011828,2205.96,18,12,2205.96,290,2,0.9166666666666666,0,215,0.16666666666666666,0.4166666666666667,24.74816919191919,0.97829010298806,1.0
M000114,Bronze,Loyal,0.018915975,3179.73,5,14,3179.73,83,2,0.9285714285714286,0,310,0.42857142857142855,0.35714285714285715,6.013568376068377,1.0597812301220286,0.8571428571428571
M000115,Silver,Loyal,0.08819689,2179.68,35,13,3511.56,449,2,0.9230769230769231,1,79,0.8461538461538461,0.07692307692307693,34.493460648148144,0.5273436344161109,0.3333333333333333
M000117,Silver,Champions,0.009501963,9613.35,3,59,11551.41,434,3,0.9661016949152542,7,301,0.5423728813559322,0.288135593220339,7.430471743295019,1.2964467816643257,1.0
M000120,Bronze,Loyal,0.5836868,2177.16,8,11,2177.16,288,2,0.9090909090909091,1,23,0.36363636363636365,0.36363636363636365,28.04111111111111,1.18133753122618,1.0
M000124,Silver,At-risk regulars,0.025470698,695.2099999999999,4,5,695.2099999999999,41,2,0.8,0,66,0.8,0.2,9.271527777777777,0.5548237955063281,2.5
M000125,Silver,Loyal,0.4796649,1947.57,25,7,1947.57,182,6,0.2857142857142857,0,191,0.5714285714285714,0.14285714285714285,26.208680555555556,1.8572888670174512,2.0
M000126,Silver,Hibernating,0.9300104,1830.24,47,12,1830.24,132,1,1.0,1,100,0.5833333333333334,0.3333333333333333,7.736489898989899,1.6764527375747023,0.5
M000128,Silver,One-and-done,0.0031849805,173.79,23,1,173.79,23,1,1.0,0,17,0.0,0.0,,,2.0
M000129,Bronze,Loyal,0.10304512,1610.6200000000001,10,15,1986.14,393,2,0.9333333333333333,0,193,0.7333333333333333,0.13333333333333333,27.35104166666667,0.7157036150741526,0.6666666666666666
M000130,Silver,At-risk regulars,0.13024224,1393.99,14,5,1393.99,120,3,0.6,0,138,0.4,0.2,26.46909722222222,0.6629354452961126,1.0
M000131,Bronze,One-and-done,0.06807694,395.44000000000005,6,2,395.44000000000005,38,2,0.5,0,38,0.5,0.0,31.49513888888889,,1.0
M000132,Bronze,Champions,0.0008736098,5958.79,0,55,10935.539999999999,595,4,0.9454545454545454,6,232,0.4,0.4,11.019225823045266,0.7153929508314352,1.25
M000133,Silver,At-risk regulars,0.597826,1130.1,3,7,1130.1,204,1,1.0,0,110,0.5714285714285714,0.14285714285714285,33.53993055555555,1.0102738775736722,1.0
M000134,Bronze,Loyal,0.9200057,1355.1499999999999,28,12,2057.9,503,2,0.9166666666666666,0,200,0.5,0.3333333333333333,43.17670454545455,2.4531006707390106,2.0
M000135,Bronze,One-and-done,0.23899625,429.58000000000004,24,2,429.58000000000004,37,2,0.5,0,42,0.5,0.0,13.488888888888889,,1.0
M000137,Bronze,Hibernating,0.8571323,4485.17,45,27,5231.7,414,7,0.7777777777777778,1,367,0.3333333333333333,0.3333333333333333,14.20224358974359,0.9840790192200501,0.3333333333333333
M000138,Bronze,At-risk regulars,0.31510273,1446.68,20,6,1446.68,131,3,0.6666666666666666,0,141,0.3333333333333333,0.5,22.234722222222224,1.2903281013153391,1.0
M000139,Gold,Loyal,0.20372435,2448.04,2,18,3286.98,437,3,0.8888888888888888,0,319,0.4444444444444444,0.3333333333333333,25.5718137254902,0.6088715284361689,1.0
M000140,Bronze,Champions,0.98052394,6413.77,20,31,6413.77,121,8,0.7419354838709677,0,627,0.41935483870967744,0.3548387096774194,3.3618981481481476,1.096367301854584,0.26666666666666666
M000141,Bronze,Loyal,0.83200246,2759.3,35,10,2759.3,260,2,0.9,0,270,0.9,0.1,25.01473765432099,1.948300429916331,0.5
M000142,Silver,One-and-done,0.1862961,428.11,17,3,428.11,62,1,1.0,0,42,0.3333333333333333,0.3333333333333333,22.320833333333333,,1.0
M000143,Gold,At-risk regulars,0.20840035,1186.51,4,7,1186.51,189,7,0.14285714285714285,0,116,0.42857142857142855,0.14285714285714285,30.873263888888886,1.2853018282757318,1.0
M000144,Bronze,Hibernating,0.9200866,2412.6,44,18,2480.61,373,4,0.8333333333333334,0,240,0.6111111111111112,0.1111111111111111,19.358374183006536,1.7850140566759731,0.5
M000146,Bronze,One-and-done,0.16868268,398.48,15,3,398.48,62,1,1.0,0,38,0.0,0.3333333333333333,23.603125,,1.0
M000147,Bronze,Loyal,0.84266376,1984.54,3,10,1984.54,329,5,0.6,1,143,0.7,0.1,36.2278549382716,1.4090615356689054,2.0
M000148,Bronze,Loyal,0.0047367937,4251.04,3,18,4251.04,125,3,0.8888888888888888,1,308,0.4444444444444444,0.2777777777777778,7.192728758169935,0.8150796880524624,1.5
M000149,Bronze,Loyal,0.08715998,1710.94,2,8,1710.94,65,4,0.625,0,167,0.75,0.0,9.025,1.0685676567656766,0.8
M000150,Silver,One-and-done,0.0031849805,89.96,23,1,89.96,23,1,1.0,0,8,0.0,0.0,,,2.0
M000152,Silver,At-risk regulars,0.13316979,1245.06,22,6,1245.06,117,2,0.8333333333333334,0,121,0.5,0.8333333333333334,19.00236111111111,1.1291501775248896,1.0
M000153,Bronze,Loyal,0.61561847,2627.2799999999997,36,14,2627.2799999999997,279,4,0.7142857142857143,0,257,0.6428571428571429,0.14285714285714285,18.711591880341878,1.002976035732236,0.3333333333333333
M000154,Bronze,At-risk regulars,0.07508482,807.68,22,5,807.68,127,1,1.0,0,79,0.8,0.0,26.20954861111111,2.372459404237014,1.0
M000155,Gold,Champions,0.8906292,9608.36,7,35,9751.72,369,5,0.8857142857142857,0,958,0.5428571428571428,0.3142857142857143,10.64250408496732,6.6770280459653915,2.0
M000156,Silver,Loyal,0.31322694,2742.31,7,10,2742.31,135,2,0.9,0,270,0.4,0.2,14.211574074074074,1.1212526902675863,1.0
M000160,Bronze,Hibernating,0.9971317,3472.0,57,27,4001.83,415,5,0.8518518518518519,0,387,0.5925925925925926,0.3333333333333333,13.760496794871795,6.20415301467567,0.5
M000164,Bronze,Hibernating,0.9679967,4466.86,67,25,4466.86,245,4,0.88,1,161,0.44,0.24,7.417708333333334,1.6387452702117211,1.0
M000165,Silver,Loyal,0.21474034,2031.1,23,10,2031.1,265,2,0.9,0,198,0.7,0.0,26.89560185185185,0.9510565884384843,1.0
M000166,Bronze,Champions,0.0014885108,9423.76,0,45,10076.57,406,5,0.8888888888888888,3,624,0.5777777777777777,0.26666666666666666,9.22744633838384,0.8853929337429889,1.0
M000168,Bronze,At-risk regulars,0.41117337,1207.7,24,6,1207.7,167,2,0.8333333333333334,0,118,0.8333333333333334,0.3333333333333333,28.607638888888893,1.4569730337194495,1.0
M000169,Gold,Loyal,0.16066119,3318.23,30,10,3318.23,266,3,0.8,1,269,0.5,0.3,26.216280864197532,0.9096522252956639,0.5
M000170,Silver,One-and-done,0.0009863493,165.05,9,1,165.05,9,1,1.0,0,16,1.0,0.0,,,2.0
M000172,Bronze,At-risk regulars,0.8161502,1411.78,34,8,1411.78,313,4,0.625,0,138,0.5,0.375,39.831250000000004,1.3811255060044454,0.5
M000173,Silver,Loyal,0.8226165,2027.55,10,12,2464.75,381,2,0.9166666666666666,0,239,0.3333333333333333,0.16666666666666666,33.769318181818186,1.9623898783252849,1.0
M000174,Silver,Loyal,0.7711183,1834.51,11,15,2448.08,509,4,0.8,0,236,0.5333333333333333,0.4,35.56785714285714,1.3162213196725296,1.0
M000176,Silver,At-risk regulars,0.1012202,946.86,20,5,946.86,135,1,1.0,0,92,0.6,0.0,28.73871527777778,1.318663113878826,2.0
M000177,Bronze,At-risk regulars,0.022053424,1151.32,6,5,1151.32,70,1,1.0,0,113,0.4,0.6,15.985243055555557,0.22643734763233567,2.0
M000178,Gold,Hibernating,0.084483884,766.93,44,4,766.93,132,3,0.5,0,75,0.5,0.0,29.534953703703707,,0.5
M000180,Bronze,At-risk regulars,0.052894693,956.5200000000001,0,3,956.5200000000001,29,1,1.0,0,94,0.6666666666666666,0.0,14.34375,,4.0
M000181,Silver,Hibernating,0.73847294,1464.73,47,8,1464.73,278,3,0.75,0,143,0.5,0.75,32.9843253968254,1.324077848379491,0.5
M000182,Bronze,One-and-done,0.008237181,814.27,22,1,814.27,22,1,1.0,0,81,0.0,0.0,,,2.0
M000183,Gold,At-risk regulars,0.1572167,709.71,32,3,709.71,84,1,1.0,0,69,0.6666666666666666,0.3333333333333333,26.01909722222222,,0.5
M000185,Bronze,Champions,0.016117424,29260.54,4,218,45083.33,525,21,0.8807339449541285,0,4401,0.5275229357798165,0.30275229357798167,2.4013120839733744,0.9726729598829973,0.6
M000187,Silver,Hibernating,0.9694836,2313.71,42,8,2313.71,135,3,0.75,0,226,0.375,0.375,13.348611111111111,0.6075266490689053,0.3333333333333333
M000188,Gold,One-and-done,0.0026407624,273.14,8,1,273.14,8,1,1.0,0,27,1.0,0.0,,,2.0
M000189,Bronze,Loyal,0.8993826,1989.85,4,11,1989.85,300,2,0.9090909090909091,0,193,0.45454545454545453,0.45454545454545453,29.60888888888889,1.7495618985081975,1.0
M000190,Bronze,At-risk regulars,0.026717242,1232.71,25,5,1232.71,273,1,1.0,0,120,0.8,0.2,62.009548611111114,5.429970632846032,1.0
M000191,Bronze,At-risk regulars,0.0034654483,1512.4399999999998,1,6,1512.4399999999998,60,2,0.6666666666666666,0,149,0.5,0.16666666666666666,11.6875,0.5263919016630513,2.5
M000192,Bronze,At-risk regulars,0.1436164,1174.81,15,5,1174.81,142,1,1.0,0,115,0.6,0.2,31.793055555555554,1.0195926328154437,1.0
M000193,Bronze,One-and-done,0.0023541634,163.64,10,1,163.64,10,1,1.0,0,16,0.0,0.0,,,2.0
M000194,Bronze,Hibernating,0.7015634,1953.86,39,9,1953.86,269,3,0.7777777777777778,0,190,0.4444444444444444,0.3333333333333333,28.750868055555554,1.1808202784469284,0.5
M000197,Silver,At-risk regulars,0.037573952,1290.07,3,8,1290.07,66,1,1.0,1,34,0.75,0.25,9.003769841269841,0.9297326949930179,1.25
M000200,Bronze,Hibernating,0.93324935,2251.38,57,8,2251.38,202,2,0.875,0,221,0.75,0.0,20.67390873015873,1.5908650810355716,0.5
M000201,Bronze,Loyal,0.016290622,1582.1399999999999,2,14,1582.1399999999999,50,5,0.7142857142857143,0,152,0.7142857142857143,0.21428571428571427,3.6872329059829054,0.9851285997610068,4.333333333333333
M000202,Bronze,Hibernating,0.7933123,1792.25,44,7,1792.25,185,3,0.7142857142857143,0,177,0.7142857142857143,0.14285714285714285,23.498495370370367,1.6542946790430122,0.5
M000203,Bronze,At-risk regulars,0.08153311,1695.46,1,7,1695.46,126,1,1.0,1,28,0.2857142857142857,0.5714285714285714,20.92071759259259,1.0902331282668025,1.5
M000204,Silver,At-risk regulars,0.17023538,1053.1599999999999,17,5,1053.1599999999999,103,1,1.0,0,102,0.2,0.2,21.54479166666667,2.283774094225821,1.0
M000205,Gold,Hibernating,0.9067259,1122.6399999999999,85,8,1576.41,393,3,0.75,0,153,0.625,0.25,43.973412698412695,1.494349444513555,1.0
M000206,Bronze,At-risk regulars,0.4163556,1463.63,23,7,1463.63,232,3,0.7142857142857143,0,142,0.42857142857142855,0.2857142857142857,34.84583333333333,0.7668620926424761,2.0
M000207,Bronze,At-risk regulars,0.20208374,651.91,39,4,651.91,143,1,1.0,0,64,0.75,0.25,34.617592592592594,,0.5
M000208,Bronze,At-risk regulars,0.089952976,1003.22,7,7,1003.22,105,1,1.0,0,98,0.42857142857142855,0.2857142857142857,16.339236111111113,0.8760016478186335,1.0
M000211,Bronze,At-risk regulars,0.029168064,1099.92,3,3,1099.92,23,2,0.6666666666666666,0,109,0.6666666666666666,0.0,10.23263888888889,,4.0
M000213,Bronze,Hibernating,0.29718232,648.77,45,5,648.77,149,2,0.8,0,63,0.8,0.2,25.980381944444446,1.4789880346848812,0.5
M000214,Bronze,At-risk regulars,0.27763122,1532.01,28,8,1532.01,291,2,0.875,0,148,0.625,0.375,37.544642857142854,0.9770744907350174,2.0
M000215,Silver,At-risk regulars,0.1640294,700.1,16,4,700.1,76,1,1.0,0,68,0.5,0.0,19.819675925925925,,1.0
M000216,Bronze,At-risk regulars,0.0859115,691.29,20,5,691.29,91,1,1.0,0,67,0.4,0.4,17.67517361111111,0.583691373704074,0.6666666666666666
M000217,Bronze,One-and-done,0.046211444,148.06,10,2,148.06,47,1,1.0,0,13,0.5,0.5,36.829861111111114,,1.0
M000218,Silver,At-risk regulars,0.1930411,988.4200000000001,7,4,988.4200000000001,70,1,1.0,0,97,0.75,0.0,21.00162037037037,,0.6666666666666666
M000219,Bronze,Loyal,0.06603191,4652.95,5,21,4652.95,326,3,0.9047619047619048,1,250,0.47619047619047616,0.38095238095238093,16.042812500000004,0.8105311681543201,0.75
M000220,Bronze,At-risk regulars,0.10128805,590.99,7,4,590.99,64,2,0.75,0,57,0.25,0.0,19.005555555555556,,1.5
M000222,Silver,Hibernating,0.52868974,2638.39,40,10,2638.39,202,2,0.9,0,259,0.6,0.3,18.009413580246914,0.9957323373314596,0.5
M000223,Bronze,At-risk regulars,0.18336244,891.8299999999999,23,6,891.8299999999999,122,2,0.8333333333333334,0,86,0.8333333333333334,0.0,19.777916666666666,1.0759450297979611,1.0
M000224,Gold,One-and-done,0.0030280538,938.35,7,1,938.35,7,1,1.0,0,93,1.0,0.0,,,2.0
M000225,Silver,At-risk regulars,0.0022316491,1011.96,2,6,1011.96,44,2,0.8333333333333334,0,98,0.3333333333333333,0.0,8.432638888888889,0.16947261872792252,3.0
M000227,Bronze,Hibernating,0.6299066,2903.14,65,18,3580.05,391,2,0.9444444444444444,3,59,0.5,0.2222222222222222,19.180106209150328,0.9455994713372041,1.0
M000228,Gold,Champions,0.10572546,5461.610000000001,3,24,5461.610000000001,160,1,1.0,3,121,0.5833333333333334,0.3333333333333333,6.8234601449275365,1.6693593602455148,0.42857142857142855
M000229,Bronze,At-risk regulars,0.15454124,723.5799999999999,25,5,723.5799999999999,125,2,0.8,0,70,0.4,0.6,25.139409722222226,0.7760386739908219,1.0
M000232,Silver,Hibernating,0.5065254,1446.83,70,6,1446.83,209,2,0.8333333333333334,1,77,0.3333333333333333,0.16666666666666666,27.786805555555553,1.108871701344977,1.0
M000233,Bronze,Loyal,0.68128014,3113.93,11,17,3113.93,303,2,0.9411764705882353,0,302,0.5882352941176471,0.23529411764705882,18.24457465277778,1.8516882393687097,1.0
