member_id,signup_date,tier,home_branch,age_band,city,recency_days,frequency,monetary,tenure_days,distinct_branches,home_branch_share,redemption_count,points_balance,morning_visit_ratio,weekend_visit_ratio,avg_days_between_visits,gap_trend,days_to_second_purchase,visits_last_30d_vs_prev_30d,churned,cluster,segment
M000037,2026-04-30,Bronze,B12,18-24,Bangkok,0,1,218.97,0,1,0.0,0,21,0.0,0.0,,,,2.0,0,1,One-and-done
M000038,2025-07-30,Silver,B11,35-44,Bangkok,1,155,32229.24,274,19,0.864516129032258,20,339,0.5612903225806452,0.2774193548387096,1.772682178932179,0.9402748373287452,13.981944444444444,0.9,0,4,Champions
M000039,2025-11-15,Bronze,B35,45-54,Pattaya,32,6,1233.5,166,3,0.6666666666666666,0,119,0.1666666666666666,0.8333333333333334,26.80388888888889,1.1217993271984208,29.131944444444443,0.5,0,2,At-risk regulars
M000040,2025-11-19,Bronze,B29,25-34,Chiang Mai,12,5,848.73,162,2,0.8,0,83,0.8,0.2,37.53767361111112,3.0098493985218173,14.970833333333331,1.0,0,2,At-risk regulars
M000041,2025-09-27,Silver,B09,25-34,Bangkok,54,6,835.98,215,2,0.8333333333333334,0,81,0.3333333333333333,0.6666666666666666,32.19611111111111,0.918161339171871,30.73402777777778,0.5,0,3,Hibernating
M000042,2025-09-20,Silver,B09,18-24,Bangkok,33,8,1286.2,222,4,0.625,0,124,0.125,0.5,27.028670634920633,1.747562385681613,27.945138888888888,0.5,1,2,At-risk regulars
M000045,2025-09-06,Silver,B02,35-44,Bangkok,34,6,1955.22,236,2,0.8333333333333334,0,193,0.3333333333333333,0.5,40.407916666666665,1.6663819891341392,17.606944444444444,0.5,0,2,At-risk regulars
M000046,2025-04-13,Bronze,B26,18-24,Chiang Mai,4,23,4480.82,382,4,0.8695652173913043,0,434,0.2608695652173913,0.391304347826087,17.186111111111114,0.9600441071544396,9.252777777777778,1.0,0,4,Champions
M000047,2025-10-13,Bronze,B02,18-24,Bangkok,18,13,2309.12,199,1,1.0,0,224,0.3846153846153846,0.4615384615384615,15.092997685185187,0.927599379552334,20.228472222222223,0.6666666666666666,0,0,Loyal
M000048,2026-01-08,Bronze,B25,18-24,Chiang Mai,7,15,4374.54,112,1,1.0,0,431,0.7333333333333333,0.2,7.476636904761904,1.1366794136392608,3.6284722222222223,0.8,0,0,Loyal
M000049,2025-12-19,Bronze,B15,35-44,Bangkok,0,11,1548.43,132,3,0.8181818181818182,0,149,0.3636363636363636,0.5454545454545454,13.147013888888887,1.5272512228019426,35.46527777777778,1.3333333333333333,0,0,Loyal
M000050,2026-04-14,Bronze,B02,18-24,Bangkok,16,1,104.19,16,1,1.0,0,10,1.0,0.0,,,,2.0,0,1,One-and-done
M000052,2026-02-16,Silver,B23,25-34,Bangkok,1,9,1718.67,73,4,0.6666666666666666,0,167,0.4444444444444444,0.5555555555555556,9.0015625,1.402483780840082,13.964583333333334,0.6666666666666666,0,0,Loyal
M000053,2025-11-25,Silver,B30,25-34,Phuket,38,5,1223.51,156,1,1.0,0,120,1.0,0.0,29.50173611111111,0.9344225604297224,31.02777777777778,0.5,0,2,At-risk regulars
M000054,2026-03-30,Bronze,B23,18-24,Bangkok,15,2,492.24,31,1,1.0,0,48,1.0,0.0,15.950694444444444,,15.950694444444444,1.0,0,1,One-and-done
M000055,2026-01-30,Bronze,B03,35-44,Bangkok,20,5,781.25,90,2,0.8,0,74,0.2,0.0,17.5359375,0.3234177297494116,35.60138888888889,0.5,0,2,At-risk regulars
M000056,2025-09-28,Bronze,B05,25-34,Bangkok,57,6,972.47,214,2,0.8333333333333334,0,94,0.5,0.3333333333333333,31.336805555555554,1.435504684173503,20.29513888888889,0.5,0,3,Hibernating
M000058,2026-04-05,Bronze,B27,35-44,Chiang Mai,25,1,94.01,25,1,1.0,0,9,0.0,1.0,,,,2.0,0,1,One-and-done
M000059,2025-10-23,Bronze,B38,45-54,Khon Kaen,12,16,3609.28,189,2,0.9375,0,351,0.5625,0.3125,11.816064814814814,1.8052644448108992,31.01388888888889,0.6666666666666666,1,0,Loyal
M000060,2025-09-05,Bronze,B14,45-54,Bangkok,1,29,4306.77,237,3,0.9310344827586208,1,346,0.4827586206896552,0.2758620689655172,8.423338293650794,0.757184000342605,8.33611111111111,1.2,0,4,Champions
M000061,2026-01-01,Bronze,B30,18-24,Phuket,20,7,1165.09,119,3,0.7142857142857143,0,112,0.7142857142857143,0.1428571428571428,16.441319444444442,2.0198341836734697,9.85625,1.0,0,2,At-risk regulars
M000062,2026-02-17,Silver,B36,35-44,Pattaya,8,3,493.58,72,1,1.0,0,47,0.6666666666666666,0.0,31.810069444444444,,34.59236111111111,1.0,0,1,One-and-done
M000063,2026-03-27,Silver,B09,55+,Bangkok,25,2,148.79000000000002,34,1,1.0,0,14,0.5,0.5,9.372916666666669,,9.372916666666669,1.0,0,1,One-and-done
M000065,2025-05-21,Gold,B03,18-24,Bangkok,23,34,9069.51,344,6,0.8235294117647058,0,891,0.6470588235294118,0.1176470588235294,9.72992424242424,1.579500972959977,13.00347222222222,1.5,0,4,Champions
M000066,2026-03-14,Silver,B18,35-44,Bangkok,5,3,1315.85,47,1,1.0,0,131,0.3333333333333333,1.0,21.102430555555557,,15.255555555555556,0.6666666666666666,0,2,At-risk regulars
M000069,2025-10-28,Bronze,B01,35-44,Bangkok,11,9,1499.22,184,3,0.7777777777777778,0,145,0.7777777777777778,0.3333333333333333,21.623697916666668,1.7672845173403473,16.117361111111112,1.0,0,0,Loyal
M000070,2025-01-28,Gold,B15,35-44,Bangkok,13,18,4024.29,457,4,0.8333333333333334,0,393,0.3888888888888889,0.3333333333333333,26.134027777777774,0.963984318813903,15.94375,1.0,0,0,Loyal
M000072,2025-10-30,Silver,B23,25-34,Bangkok,8,6,1539.67,182,3,0.6666666666666666,0,152,0.6666666666666666,0.1666666666666666,34.75541666666667,1.1474284388672011,31.178472222222226,1.0,1,2,At-risk regulars
M000073,2026-04-12,Silver,B09,55+,Bangkok,18,1,149.47,18,1,1.0,0,14,0.0,1.0,,,,2.0,0,1,One-and-done
M000074,2025-08-01,Bronze,B30,35-44,Phuket,25,10,1810.38,272,2,0.9,1,115,0.5,0.3,27.417515432098767,1.233485908764139,4.547916666666667,1.0,0,0,Loyal
M000075,2025-11-08,Bronze,B09,35-44,Bangkok,16,6,798.0799999999999,173,1,1.0,0,77,0.5,0.5,31.302777777777784,1.0877070076089284,36.511805555555554,2.0,0,2,At-risk regulars
M000076,2025-05-06,Silver,B28,45-54,Chiang Mai,25,28,6016.74,359,6,0.8214285714285714,0,588,0.4642857142857143,0.3571428571428571,12.38423353909465,4.980027833658509,18.291666666666668,2.0,1,4,Champions
M000077,2025-12-27,Gold,B09,25-34,Bangkok,1,8,1799.42,124,3,0.75,1,110,0.5,0.5,17.60545634920635,0.9661101501104612,17.018055555555556,1.0,1,0,Loyal
M000078,2026-04-19,Bronze,B02,35-44,Bangkok,11,1,175.79,11,1,1.0,0,17,0.0,1.0,,,,2.0,0,1,One-and-done
M000079,2025-09-18,Bronze,B33,35-44,Phuket,51,7,771.47,224,1,1.0,0,73,0.2857142857142857,0.0,28.868981481481484,1.1413069606126165,38.608333333333334,0.5,0,3,Hibernating
M000080,2025-10-27,Bronze,B23,25-34,Bangkok,38,11,1546.6,185,3,0.8181818181818182,0,148,0.5454545454545454,0.1818181818181818,14.712222222222223,1.1093444948197055,13.731944444444444,0.3333333333333333,1,3,Hibernating
M000083,2026-04-05,Bronze,B30,18-24,Phuket,9,2,329.32,25,2,0.5,0,32,0.5,0.5,15.613888888888887,,15.613888888888887,3.0,0,1,One-and-done
M000084,2026-02-25,Gold,B05,25-34,Bangkok,3,5,795.9,64,2,0.8,0,76,0.4,0.2,15.177256944444444,0.854613398559587,17.03472222222222,1.0,1,2,At-risk regulars
M000085,2026-04-29,Gold,B01,35-44,Bangkok,1,1,241.56,1,1,0.0,0,24,0.0,0.0,,,,2.0,0,1,One-and-done
M000087,2026-02-15,Bronze,B32,25-34,Phuket,4,5,523.81,74,1,1.0,0,50,0.8,0.4,17.555208333333333,4.414659341691318,4.929861111111111,1.5,0,2,At-risk regulars
M000088,2026-01-07,Bronze,B40,18-24,Khon Kaen,12,6,768.6800000000001,113,2,0.8333333333333334,0,73,0.3333333333333333,0.3333333333333333,20.17638888888889,1.5701835427445183,15.858333333333333,1.0,0,2,At-risk regulars
M000089,2025-12-25,Bronze,B31,35-44,Phuket,12,7,967.38,126,2,0.8571428571428571,0,92,0.4285714285714285,0.4285714285714285,19.034259259259255,0.9310053307657988,17.114583333333332,0.6666666666666666,0,2,At-risk regulars
M000090,2025-11-23,Silver,B24,35-44,Bangkok,0,7,1848.24,158,3,0.7142857142857143,0,182,0.8571428571428571,0.1428571428571428,26.339351851851855,1.590696933129938,16.950694444444444,3.0,0,0,Loyal
M000093,2025-08-14,Bronze,B38,18-24,Khon Kaen,64,10,2156.08,259,2,0.8,0,210,0.5,0.2,21.6579475308642,1.813630249589,16.322916666666668,1.0,1,3,Hibernating
M000094,2025-12-22,Silver,B34,35-44,Pattaya,25,5,1884.37,129,1,1.0,0,186,0.6,0.2,26.06631944444445,2.097683003837373,14.296527777777778,1.0,0,2,At-risk regulars
M000096,2025-07-20,Silver,B38,35-44,Khon Kaen,52,11,1781.34,284,4,0.6363636363636364,0,174,0.7272727272727273,0.3636363636363636,23.147847222222214,1.0511788409152227,2.7243055555555555,0.5,0,3,Hibernating
M000097,2026-04-30,Bronze,B21,25-34,Bangkok,0,1,376.78,0,1,1.0,0,37,1.0,0.0,,,,2.0,0,1,One-and-done
M000100,2025-06-29,Bronze,B31,25-34,Phuket,32,7,1415.33,305,3,0.7142857142857143,0,138,0.1428571428571428,0.7142857142857143,45.450578703703705,0.7833955511957638,27.835416666666667,0.5,1,2,At-risk regulars
M000101,2025-11-20,Gold,B11,35-44,Bangkok,11,7,1341.08,161,1,1.0,0,129,0.4285714285714285,0.4285714285714285,25.052430555555556,1.9354733715773635,3.384027777777778,1.0,0,2,At-risk regulars
M000102,2025-07-12,Bronze,B36,35-44,Pattaya,8,11,1289.31,292,1,1.0,0,123,0.4545454545454545,0.1818181818181818,28.403611111111115,1.123670909613402,4.110416666666667,1.0,1,0,Loyal
M000103,2026-04-05,Bronze,B35,35-44,Pattaya,2,3,384.51,25,2,0.6666666666666666,0,38,0.3333333333333333,0.3333333333333333,11.56284722222222,,14.684722222222222,4.0,0,1,One-and-done
M000104,2026-03-15,Silver,B09,35-44,Bangkok,3,5,907.61,46,2,0.8,0,88,0.8,0.2,10.69392361111111,0.244911944726071,24.658333333333335,2.5,0,2,At-risk regulars
M000106,2026-01-13,Bronze,B39,25-34,Khon Kaen,20,5,1388.22,107,3,0.6,0,137,0.6,0.2,21.74357638888889,2.5410584779216014,10.08611111111111,1.0,0,2,At-risk regulars
M000108,2025-11-05,Bronze,B14,35-44,Bangkok,4,7,2944.83,176,1,1.0,0,290,0.4285714285714285,0.4285714285714285,28.678356481481483,1.0857162097324051,32.90277777777778,1.0,0,0,Loyal
M000109,2025-06-28,Silver,B02,25-34,Bangkok,4,7,1795.55,306,1,1.0,0,176,0.4285714285714285,0.4285714285714285,50.29861111111111,2.189788683289172,10.57013888888889,1.0,0,0,Loyal
M000110,2026-04-02,Silver,B27,25-34,Chiang Mai,14,2,312.36,28,1,1.0,0,30,0.5,0.0,13.500694444444443,,13.500694444444443,3.0,0,1,One-and-done
M000111,2026-01-16,Bronze,B14,25-34,Bangkok,4,6,696.48,104,2,0.8333333333333334,0,68,0.6666666666666666,0.1666666666666666,20.016666666666666,1.038391008577344,23.920833333333334,1.5,0,2,At-risk regulars
M000112,2025-05-10,Silver,B09,25-34,Bangkok,13,15,3983.63,355,4,0.8,1,284,0.3333333333333333,0.2,24.44360119047619,0.8469338049595697,12.963888888888889,0.6666666666666666,0,0,Loyal
M000113,2025-07-14,Bronze,B02,25-34,Bangkok,18,12,2205.96,290,2,0.9166666666666666,0,215,0.1666666666666666,0.4166666666666667,24.74816919191919,0.97829010298806,3.4611111111111112,1.0,0,0,Loyal
M000114,2026-02-06,Bronze,B01,25-34,Bangkok,5,14,3179.73,83,2,0.9285714285714286,0,310,0.4285714285714285,0.3571428571428571,6.013568376068377,1.0597812301220286,16.274305555555557,0.8571428571428571,0,0,Loyal
M000115,2025-02-05,Silver,B16,18-24,Bangkok,35,13,3511.56,449,2,0.9230769230769232,1,79,0.8461538461538461,0.0769230769230769,34.493460648148144,0.5273436344161109,6.884722222222222,0.3333333333333333,0,0,Loyal
M000117,2025-02-20,Silver,B21,18-24,Bangkok,3,59,11551.41,434,3,0.9661016949152542,7,301,0.5423728813559322,0.288135593220339,7.430471743295019,1.2964467816643257,12.559722222222222,1.0,0,4,Champions
M000120,2025-07-16,Bronze,B38,18-24,Khon Kaen,8,11,2177.16,288,2,0.9090909090909092,1,23,0.3636363636363636,0.3636363636363636,28.04111111111111,1.18133753122618,5.427777777777778,1.0,0,0,Loyal
M000124,2026-03-20,Silver,B22,25-34,Bangkok,4,5,695.2099999999999,41,2,0.8,0,66,0.8,0.2,9.271527777777775,0.5548237955063281,13.91875,2.5,0,2,At-risk regulars
M000125,2025-10-30,Silver,B01,35-44,Bangkok,25,7,1947.57,182,6,0.2857142857142857,0,191,0.5714285714285714,0.1428571428571428,26.208680555555556,1.8572888670174512,19.100694444444443,2.0,1,0,Loyal
M000126,2025-12-19,Silver,B18,35-44,Bangkok,47,12,1830.24,132,1,1.0,1,100,0.5833333333333334,0.3333333333333333,7.736489898989899,1.6764527375747025,16.275,0.5,0,3,Hibernating
M000128,2026-04-07,Silver,B16,45-54,Bangkok,23,1,173.79,23,1,1.0,0,17,0.0,0.0,,,,2.0,0,1,One-and-done
M000129,2025-04-02,Bronze,B25,55+,Chiang Mai,10,15,1986.14,393,2,0.9333333333333332,0,193,0.7333333333333333,0.1333333333333333,27.35104166666667,0.7157036150741526,3.8965277777777776,0.6666666666666666,0,0,Loyal
M000130,2025-12-31,Silver,B17,25-34,Bangkok,14,5,1393.99,120,3,0.6,0,138,0.4,0.2,26.46909722222222,0.6629354452961126,35.424305555555556,1.0,0,2,At-risk regulars
M000131,2026-03-23,Bronze,B32,25-34,Phuket,6,2,395.44000000000005,38,2,0.5,0,38,0.5,0.0,31.49513888888889,,31.49513888888889,1.0,0,1,One-and-done
M000132,2024-09-12,Bronze,B15,45-54,Bangkok,0,55,10935.54,595,4,0.9454545454545454,6,232,0.4,0.4,11.019225823045266,0.7153929508314352,6.954861111111111,1.25,0,4,Champions
M000133,2025-10-08,Silver,B09,35-44,Bangkok,3,7,1130.1,204,1,1.0,0,110,0.5714285714285714,0.1428571428571428,33.53993055555555,1.0102738775736722,6.191666666666666,1.0,0,2,At-risk regulars
M000134,2024-12-13,Bronze,B38,35-44,Khon Kaen,28,12,2057.9,503,2,0.9166666666666666,0,200,0.5,0.3333333333333333,43.17670454545455,2.4531006707390106,16.12986111111111,2.0,0,0,Loyal
M000135,2026-03-24,Bronze,B05,35-44,Bangkok,24,2,429.58,37,2,0.5,0,42,0.5,0.0,13.488888888888887,,13.488888888888887,1.0,0,1,One-and-done
M000137,2025-03-12,Bronze,B16,25-34,Bangkok,45,27,5231.7,414,7,0.7777777777777778,1,367,0.3333333333333333,0.3333333333333333,14.20224358974359,0.98407901922005,4.190972222222222,0.3333333333333333,0,3,Hibernating
M000138,2025-12-20,Bronze,B09,35-44,Bangkok,20,6,1446.68,131,3,0.6666666666666666,0,141,0.3333333333333333,0.5,22.234722222222224,1.2903281013153391,22.13680555555555,1.0,0,2,At-risk regulars
M000139,2025-02-17,Gold,B25,35-44,Chiang Mai,2,18,3286.98,437,3,0.8888888888888888,0,319,0.4444444444444444,0.3333333333333333,25.5718137254902,0.6088715284361689,16.75,1.0,0,0,Loyal
M000140,2025-12-30,Bronze,B30,25-34,Phuket,20,31,6413.77,121,8,0.7419354838709677,0,627,0.4193548387096774,0.3548387096774194,3.3618981481481476,1.096367301854584,33.15833333333333,0.2666666666666666,1,4,Champions
M000141,2025-08-13,Bronze,B26,25-34,Chiang Mai,35,10,2759.3,260,2,0.9,0,270,0.9,0.1,25.01473765432099,1.948300429916331,17.119444444444444,0.5,0,0,Loyal
M000142,2026-02-27,Silver,B38,35-44,Khon Kaen,17,3,428.11,62,1,1.0,0,42,0.3333333333333333,0.3333333333333333,22.320833333333333,,14.852777777777778,1.0,0,1,One-and-done
M000143,2025-10-23,Gold,B28,25-34,Chiang Mai,4,7,1186.51,189,7,0.1428571428571428,0,116,0.4285714285714285,0.1428571428571428,30.87326388888889,1.2853018282757318,38.87430555555556,1.0,1,2,At-risk regulars
M000144,2025-04-22,Bronze,B38,18-24,Khon Kaen,44,18,2480.61,373,4,0.8333333333333334,0,240,0.6111111111111112,0.1111111111111111,19.358374183006536,1.7850140566759731,34.017361111111114,0.5,1,3,Hibernating
M000146,2026-02-27,Bronze,B39,55+,Khon Kaen,15,3,398.48,62,1,1.0,0,38,0.0,0.3333333333333333,23.603125,,29.759722222222223,1.0,0,1,One-and-done
M000147,2025-06-05,Bronze,B03,25-34,Bangkok,3,10,1984.54,329,5,0.6,1,143,0.7,0.1,36.2278549382716,1.4090615356689054,12.08611111111111,2.0,1,0,Loyal
M000148,2025-12-26,Bronze,B16,18-24,Bangkok,3,18,4251.04,125,3,0.8888888888888888,1,308,0.4444444444444444,0.2777777777777778,7.192728758169935,0.8150796880524624,16.075,1.5,0,0,Loyal
M000149,2026-02-24,Bronze,B38,35-44,Khon Kaen,2,8,1710.94,65,4,0.625,0,167,0.75,0.0,9.025,1.0685676567656766,14.036805555555556,0.8,0,0,Loyal
M000150,2026-04-07,Silver,B29,18-24,Chiang Mai,23,1,89.96,23,1,1.0,0,8,0.0,0.0,,,,2.0,0,1,One-and-done
M000152,2026-01-03,Silver,B21,25-34,Bangkok,22,6,1245.06,117,2,0.8333333333333334,0,121,0.5,0.8333333333333334,19.00236111111111,1.1291501775248896,13.991666666666667,1.0,0,2,At-risk regulars
M000153,2025-07-25,Bronze,B31,35-44,Phuket,36,14,2627.2799999999997,279,4,0.7142857142857143,0,257,0.6428571428571429,0.1428571428571428,18.71159188034188,1.002976035732236,7.121527777777778,0.3333333333333333,0,0,Loyal
M000154,2025-12-24,Bronze,B09,18-24,Bangkok,22,5,807.68,127,1,1.0,0,79,0.8,0.0,26.20954861111111,2.372459404237014,12.915277777777778,1.0,0,2,At-risk regulars
M000155,2025-04-26,Gold,B28,45-54,Chiang Mai,7,35,9751.72,369,5,0.8857142857142857,0,958,0.5428571428571428,0.3142857142857143,10.64250408496732,6.6770280459653915,27.29305555555555,2.0,1,4,Champions
M000156,2025-12-16,Silver,B24,25-34,Bangkok,7,10,2742.31,135,2,0.9,0,270,0.4,0.2,14.211574074074074,1.1212526902675863,14.75625,1.0,0,0,Loyal
M000160,2025-03-11,Bronze,B32,25-34,Phuket,57,27,4001.83,415,5,0.8518518518518519,0,387,0.5925925925925926,0.3333333333333333,13.760496794871797,6.20415301467567,27.789583333333333,0.5,1,3,Hibernating
M000164,2025-08-28,Bronze,B33,18-24,Phuket,67,25,4466.86,245,4,0.88,1,161,0.44,0.24,7.417708333333334,1.6387452702117211,31.854166666666668,1.0,1,3,Hibernating
M000165,2025-08-08,Silver,B24,25-34,Bangkok,23,10,2031.1,265,2,0.9,0,198,0.7,0.0,26.89560185185185,0.9510565884384844,4.985416666666667,1.0,0,0,Loyal
M000166,2025-03-20,Bronze,B08,35-44,Bangkok,0,45,10076.57,406,5,0.8888888888888888,3,624,0.5777777777777777,0.2666666666666666,9.22744633838384,0.8853929337429889,3.015277777777778,1.0,0,4,Champions
M000168,2025-11-14,Bronze,B18,35-44,Bangkok,24,6,1207.7,167,2,0.8333333333333334,0,118,0.8333333333333334,0.3333333333333333,28.607638888888893,1.4569730337194495,30.04513888888889,1.0,0,2,At-risk regulars
M000169,2025-08-07,Gold,B01,25-34,Bangkok,30,10,3318.23,266,3,0.8,1,269,0.5,0.3,26.216280864197532,0.909652225295664,14.422222222222222,0.5,0,0,Loyal
M000170,2026-04-21,Silver,B01,45-54,Bangkok,9,1,165.05,9,1,1.0,0,16,1.0,0.0,,,,2.0,0,1,One-and-done
M000172,2025-06-21,Bronze,B34,18-24,Pattaya,34,8,1411.78,313,4,0.625,0,138,0.5,0.375,39.83125,1.3811255060044454,35.11388888888889,0.5,1,2,At-risk regulars
M000173,2025-04-14,Silver,B09,18-24,Bangkok,10,12,2464.75,381,2,0.9166666666666666,0,239,0.3333333333333333,0.1666666666666666,33.769318181818186,1.9623898783252849,13.288194444444445,1.0,1,0,Loyal
M000174,2024-12-07,Silver,B14,18-24,Bangkok,11,15,2448.08,509,4,0.8,0,236,0.5333333333333333,0.4,35.56785714285714,1.3162213196725296,16.474305555555556,1.0,1,0,Loyal
M000176,2025-12-16,Silver,B16,18-24,Bangkok,20,5,946.86,135,1,1.0,0,92,0.6,0.0,28.73871527777778,1.318663113878826,23.195138888888888,2.0,0,2,At-risk regulars
M000177,2026-02-19,Bronze,B24,18-24,Bangkok,6,5,1151.32,70,1,1.0,0,113,0.4,0.6,15.985243055555555,0.2264373476323356,38.07569444444445,2.0,0,2,At-risk regulars
M000178,2025-12-19,Gold,B05,35-44,Bangkok,44,4,766.93,132,3,0.5,0,75,0.5,0.0,29.534953703703707,,19.034027777777776,0.5,0,3,Hibernating
M000180,2026-04-01,Bronze,B20,25-34,Bangkok,0,3,956.52,29,1,1.0,0,94,0.6666666666666666,0.0,14.34375,,14.68402777777778,4.0,0,2,At-risk regulars
M000181,2025-07-26,Silver,B01,25-34,Bangkok,47,8,1464.73,278,3,0.75,0,143,0.5,0.75,32.9843253968254,1.324077848379491,21.110416666666666,0.5,0,3,Hibernating
M000182,2026-04-08,Bronze,B02,25-34,Bangkok,22,1,814.27,22,1,1.0,0,81,0.0,0.0,,,,2.0,0,1,One-and-done
M000183,2026-02-05,Gold,B31,55+,Phuket,32,3,709.71,84,1,1.0,0,69,0.6666666666666666,0.3333333333333333,26.01909722222222,,12.396527777777775,0.5,0,2,At-risk regulars
M000185,2024-11-21,Bronze,B21,35-44,Bangkok,4,218,45083.33,525,21,0.8807339449541285,0,4401,0.5275229357798165,0.3027522935779816,2.4013120839733744,0.9726729598829972,4.9944444444444445,0.6,0,4,Champions
M000187,2025-12-16,Silver,B08,35-44,Bangkok,42,8,2313.71,135,3,0.75,0,226,0.375,0.375,13.348611111111111,0.6075266490689053,33.13333333333333,0.3333333333333333,0,3,Hibernating
M000188,2026-04-22,Gold,B38,18-24,Khon Kaen,8,1,273.14,8,1,1.0,0,27,1.0,0.0,,,,2.0,0,1,One-and-done
